Date,year,GCM,RCP,Fact1,SoilStamp,AGENT_NO,Lat,Lon,co2,FarmingYear,SimulationYearIndex,CultivarSown,SowingDoY,HarvestDoY,GrowthPeriod,CropBiomassWt,CropBiomassN,CropYield,countDays_y,countDays_c,TTsum_y,TTsum_c,maxT_y,maxT_c,minT_y,minT_c,rad_y,rad_c,rain_y,rain_c,et_y,et_c,DI_y,DI_c
14/09/1972,1972,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,327,1972,1,short,346,123,143,8719.169,172.575,1035.124,366,142,979.569,975.538,13.472,17.845,3.421,6.337,4440.044,2111.08,991.63,399.43,778.939,393.035,21.449,1.601
14/09/1973,1973,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,329,1973,2,mid,316,104,155,8839.034,180.757,174.944,365,154,1034.642,1030.011,13.566,17.647,3.362,5.859,4329.101,2545.31,864.45,399.2,756.624,466.824,12.473,-16.94
14/09/1974,1974,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,330,1974,3,short,340,80,106,6716.352,149.281,0,365,105,764.171,760.74,13.575,18.721,3.093,6.503,4420.049,1898.1,778.61,228.9,773.913,356.38,0.603,-55.692
14/09/1975,1975,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,331,1975,4,mid,313,145,198,10538.016,200.24,1378.484,365,197,1320.553,1318.453,13.948,17.263,3.657,6.202,4338.737,2787.009,929.65,552.42,770.953,522.336,17.071,5.446
14/09/1976,1976,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,332,1976,5,short,342,84,108,7542.94,162.058,0,366,107,782.31,776.81,13.409,18.905,3.025,6.436,4562.411,2067.5,795.64,216.74,797.26,389.258,-0.204,-79.597
14/09/1977,1977,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,333,1977,6,short,329,130,168,8833.133,172.536,2034.124,365,167,1070.528,1066.964,12.923,16.677,2.984,5.928,4393.858,2430.32,812.71,478.76,756.995,445.659,6.856,6.914
14/09/1978,1978,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,335,1978,7,short,339,128,155,9074.619,170.162,1870.764,365,154,1066.185,1062.713,13.795,17.921,3.287,6.142,4277.951,2254.38,891.38,433.62,754.242,423.583,15.385,2.315
14/09/1979,1979,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,337,1979,8,short,329,104,141,10487.481,191.658,1471.312,365,140,985.286,981.944,13.357,18.007,2.982,6.638,4464.47,2345.23,822.16,375.77,777.713,437.521,5.406,-16.433
14/09/1980,1980,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,338,1980,9,short,333,143,176,9425.555,193.265,1340.857,366,175,1086.677,1083.282,13.469,16.563,3.039,5.296,4721.779,2741.729,1091.6,514.07,824.206,501.65,24.496,2.416
14/09/1981,1981,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,340,1981,10,mid,303,136,200,13016.748,239.719,3439.376,365,199,1312.571,1307.996,13.962,17.537,3.245,5.459,4714.718,3235.4,667.65,421.87,829.928,597.566,-24.306,-41.647
14/09/1982,1982,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,341,1982,11,short,337,99,128,9347.511,183.922,1364.928,365,127,929.714,926.136,13.839,18.714,3.064,6.729,4614.117,2202.209,919.28,424.33,809.362,414.498,11.957,2.317
14/09/1983,1983,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,342,1983,12,short,349,122,139,4302.93,101.807,0,365,138,834.442,829.689,12.595,16.043,2.709,5.261,4400.231,2066.299,1172.809,559.23,750.692,372.984,35.992,33.304
14/09/1984,1984,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,344,1984,13,short,324,124,166,10299.405,191.982,2714.959,366,165,1057.57,1054.297,13.705,16.821,3.35,5.816,4667.831,2699.3,932.28,491.64,815.66,491.158,12.509,0.098
14/09/1985,1985,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,345,1985,14,mid,319,121,169,9314.058,203.282,93.309,365,168,1112.497,1108.069,13.963,17.592,3.157,5.69,4736.289,2807.05,652.64,344.76,830.667,517.373,-27.278,-50.068
14/09/1986,1986,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,347,1986,15,short,323,140,183,13135.354,221.117,4806.253,365,182,1234.402,1230.244,13.903,17.501,3.477,6.264,4772.246,2794.589,819.54,450.18,840.096,520.175,-2.508,-15.548
14/09/1987,1987,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,349,1987,16,mid,316,143,193,10301.837,219.229,768.318,365,192,1246.771,1243.171,14.161,17.132,3.565,5.559,4757.169,3089.859,736.31,481.52,850.561,575.355,-15.517,-19.487
14/09/1988,1988,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,351,1988,17,short,331,103,138,9068.836,181.512,965.082,366,137,952.387,948.442,13.642,17.996,3.009,6.168,4712.371,2360.13,887.11,381.2,824.513,440.781,7.056,-15.63
14/09/1989,1989,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,352,1989,18,short,324,129,172,9948.128,181.161,3139.323,365,171,1195.795,1193.187,14.372,18.331,3.379,5.989,4665.89,2753.83,660.05,334.35,833.366,520.651,-26.258,-55.72
14/09/1990,1990,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,354,1990,19,mid,306,145,205,11165.818,220.387,2142.321,365,204,1328.26,1324.274,14.282,17.174,3.508,5.611,4777.321,3275.681,607.15,438.07,850.407,606.863,-40.065,-38.531
14/09/1991,1991,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,355,1991,20,short,322,121,165,12187.697,211.522,3363.854,365,164,1105.248,1102.529,13.641,17.518,3.139,5.991,4646.481,2690.79,744.73,422.21,817.195,497.903,-9.73,-17.928
14/09/1992,1992,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,356,1992,21,short,346,116,136,5401.033,123.204,0,366,135,849.955,845.55,12.455,17.073,2.443,5.038,4580.811,2298.05,893.55,360.19,780.353,419.133,12.668,-16.364
14/09/1993,1993,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,357,1993,22,mid,319,127,175,7706.032,170.431,0,365,174,1062.945,1059.447,13.318,16.253,3.026,5.368,4564.209,2726.02,789.21,515.93,791.321,494.793,-0.268,4.097
14/09/1994,1994,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,358,1994,23,short,346,114,134,6740.768,145.869,0,365,133,914.197,909.378,13.361,17.898,3.069,6.156,4615.981,2163.299,1007.9,533.79,808.073,405.559,19.826,24.023
14/09/1995,1995,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,360,1995,24,mid,314,120,172,11862.267,229.024,978.794,365,171,1173.269,1169.338,13.191,18.002,2.924,5.797,4825.13,3033.751,819.83,424.21,836.353,564.529,-2.015,-33.078
14/09/1996,1996,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,361,1996,25,short,342,134,158,7889.196,162.979,304.148,366,157,1006.818,1004.419,13.012,16.675,3.099,5.898,4462.201,2324.51,842.08,333.35,769.509,427.083,8.618,-28.119
14/09/1997,1997,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,363,1997,26,short,350,116,133,5372.933,117.152,0,365,132,848.64,844.721,13.029,16.736,3.015,5.936,4499.419,2039.32,761.72,313.24,779.759,375.921,-2.368,-20.011
14/09/1998,1998,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,365,1998,27,short,336,139,169,10235.29,183.593,3047.485,365,168,1154.266,1150.944,14.185,17.889,3.358,5.845,4592.71,2509.941,880.04,466.84,813,471.185,7.618,-0.931
14/09/1999,1999,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,367,1999,28,mid,317,145,194,10030.339,190.967,1421.362,365,193,1346.494,1340.21,14.674,18.265,3.612,5.725,4763.561,3156.15,692.62,367.15,858.041,597.172,-23.883,-62.651
14/09/2000,2000,era,era,conventionaltill,heavytexturetilled,14493,-45.72,169.23,369,2000,29,mid,313,146,199,11077.069,223.896,1918.437,366,198,1255.362,1251.348,14.436,16.951,3.502,5.329,4735.204,3138.371,630.58,410.84,838.34,575.476,-32.947,-40.073
14/09/1972,1972,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,327,1972,1,mid,292,121,195,19720.746,228.197,9827.322,366,194,1542.062,1535.445,16.307,19.174,5.678,8.308,4816.221,3283.51,698.89,474.04,894.926,632.23,-28.05,-33.371
14/09/1973,1973,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,329,1973,2,mid,300,145,212,19453.711,240.303,9434.812,365,211,1642.965,1638.051,16.333,18.891,5.74,8.088,4680.188,3307.119,701.28,447.32,871.407,636.57,-24.259,-42.307
14/09/1974,1974,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,330,1974,3,mid,292,131,205,16188.818,232.135,6161.138,365,204,1509.574,1504.752,15.543,18.226,5.425,7.623,4484.579,3154.749,616.57,514.67,819.141,595.427,-32.854,-15.691
14/09/1975,1975,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,331,1975,4,mid,295,145,216,15572.571,214.702,6903.923,365,215,1746.832,1742.041,16.681,19.349,6.235,8.747,4688.87,3359.451,491.63,336.67,879.897,652.889,-78.975,-93.926
14/09/1976,1976,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,332,1976,5,long,261,137,242,22309.268,328.511,9227.003,366,241,1763.337,1759.803,15.929,18.251,5.419,7.238,4794.31,4002.8,525.38,431.16,885.052,756.231,-68.459,-75.394
14/09/1977,1977,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,333,1977,6,mid,317,125,175,17401.289,280.373,4845.235,365,174,1416.54,1413.063,15.623,19.312,5.517,8.794,4647.239,2834.66,570.76,421.4,854.442,548.344,-49.702,-30.124
14/09/1978,1978,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,335,1978,7,mid,293,142,215,18870.146,268.346,8351.822,365,214,1724.957,1719.071,16.443,19.492,6.007,8.199,4741.461,3460.851,654.91,451.64,891.433,674.07,-36.115,-49.25
14/09/1979,1979,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,337,1979,8,mid,306,104,164,17067.43,273.838,6271.667,365,163,1337.44,1331.765,16.047,19.568,5.738,8.738,4652.521,2877.82,835.81,455.64,862.922,557.614,-3.244,-22.38
14/09/1980,1980,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,338,1980,9,mid,303,146,209,16653.766,263.742,6597.557,366,208,1589.944,1584.902,16.324,18.731,5.521,7.715,4979.769,3395,654.9,453.63,925.034,654.418,-41.248,-44.262
14/09/1981,1981,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,340,1981,10,long,273,141,235,17510.572,246.914,7225.646,365,234,1868.585,1863.712,16.59,19.355,5.925,8.098,4876.188,3839.81,405.81,329.29,913.853,742.256,-125.192,-125.411
14/09/1982,1982,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,341,1982,11,long,280,123,209,11176.688,181.553,2749.816,365,208,1659.228,1656.938,16.837,19.519,5.557,7.918,4984.74,3609.751,394.55,280.31,934.504,699.888,-136.853,-149.683
14/09/1983,1983,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,342,1983,12,short,333,76,109,1692.418,47.025,0,365,108,534.895,529.55,16.063,20.472,5.203,8.805,5129.501,2277.949,572.28,204.01,957.604,450.514,-67.331,-120.83
14/09/1984,1984,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,344,1984,13,mid,296,124,194,14924.326,227.754,5781.148,366,193,1549.139,1545.382,16.449,19.285,5.806,8.44,4849.086,3348.28,493.97,252.77,903.01,647.181,-82.807,-156.035
14/09/1985,1985,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,345,1985,14,short,350,116,133,2703.346,64.618,0,365,132,628.287,628.287,17.14,21.142,5.942,9.316,5091.889,2363.459,397.8,139.59,970.956,479.164,-144.082,-243.266
14/09/1986,1986,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,347,1986,15,long,270,123,219,16114.655,239.356,4623.678,365,218,1747.506,1741.398,16.345,19.464,5.646,8.106,4939.877,3783.499,899.26,536.82,922.781,731.889,-2.616,-36.338
14/09/1987,1987,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,349,1987,16,mid,294,101,173,13745.652,203.752,5679.336,365,172,1450.249,1443.186,16.517,19.866,6.011,8.852,5003.868,3448.731,433.69,260.03,943.348,674.241,-117.517,-159.294
14/09/1988,1988,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,351,1988,17,short,349,145,162,8533.342,161.772,2139.854,366,161,1201.406,1199.621,16.366,18.424,5.355,7.51,4907.619,2339.399,473.98,290.06,913.748,452.265,-92.782,-55.921
14/09/1989,1989,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,352,1989,18,mid,311,145,201,14694.758,210.911,7142.23,365,200,1654.762,1648.415,16.908,19.834,5.926,8.454,5079.161,3336.039,482.64,352.18,963.851,658.626,-99.704,-87.014
14/09/1990,1990,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,354,1990,19,mid,296,138,208,15795.868,243.607,6794.229,365,207,1727.106,1718.459,16.995,20.113,5.993,8.374,5009.15,3568.852,417.44,283.13,945.613,700.312,-126.527,-147.346
14/09/1991,1991,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,355,1991,20,long,272,116,210,16976.865,250.908,4456.368,365,209,1695.39,1690.529,16.633,19.655,5.734,8.208,4964.328,3745.809,496.54,350.2,931.303,726.163,-87.558,-107.357
14/09/1992,1992,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,356,1992,21,mid,314,133,185,8693.66,157.031,1864.807,366,184,1364.058,1359.977,15.507,18.622,5.198,7.63,4925.222,3211.391,505.65,266.54,909.46,616.674,-79.86,-131.363
14/09/1993,1993,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,357,1993,22,mid,295,122,194,17134.75,285.405,6048.834,365,193,1469.215,1465.713,15.949,18.596,5.193,7.775,4757.95,3233.14,540.27,369.19,875.484,618.411,-62.046,-67.505
14/09/1994,1994,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,358,1994,23,long,279,125,212,18663.883,287.029,7295.872,365,211,1626.132,1620.793,15.896,18.731,5.536,7.987,4843.329,3608.481,764.03,540.11,892.715,686.98,-16.843,-27.193
14/09/1995,1995,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,360,1995,24,short,327,142,181,14925.113,211.2,7353.597,365,180,1450.667,1446.87,15.793,19.454,5.473,8.251,4766.209,2759.77,499.7,289.07,880.925,538.575,-76.291,-86.313
14/09/1996,1996,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,361,1996,25,short,333,134,167,12794.881,182.785,6030.72,366,166,1376.039,1371.069,16.052,19.779,5.425,8.571,4611.272,2538.73,639.33,362.22,854.818,499.563,-33.705,-37.917
14/09/1997,1997,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,363,1997,26,long,263,145,249,21491.307,324.617,9141.645,365,248,1812.855,1807.325,16.047,18.14,5.514,7.425,4897.671,4027.09,523.75,444.31,901.709,760.046,-72.164,-71.062
14/09/1998,1998,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,365,1998,27,mid,290,124,200,14925.723,208.808,6433.712,365,199,1737.723,1733.009,17.324,20.899,5.922,8.554,4966.358,3563.329,463.3,309.6,944.877,705.866,-103.945,-127.993
14/09/1999,1999,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,367,1999,28,long,274,145,237,11688.264,170.515,4681.062,365,236,1846.459,1840.117,16.925,19.128,5.909,7.869,4761.13,3760.87,545.81,354.42,897.264,728.259,-64.391,-105.479
14/09/2000,2000,era,era,conventionaltill,heavytexturetilled,15286,-44.28,171.28,369,2000,29,long,275,146,237,19095.484,301.695,6792.166,366,236,1800.479,1795.165,16.527,18.795,5.744,7.609,4618.317,3634.25,706.75,613.64,859.527,694.868,-21.617,-13.237
14/09/1972,1972,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,327,1972,1,mid,298,146,214,20576.764,204.531,9750.781,366,213,1735.36,1730.612,16.081,18.46,8.06,10.256,4298.19,3087.009,2916.541,1641.24,802.917,594.841,72.47,63.757
14/09/1973,1973,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,329,1973,2,short,330,145,182,16513.326,179.526,7704.751,365,181,1445.671,1440.274,15.807,17.987,7.985,10.25,4120.87,2492.57,3439.21,1545.38,764.041,478.331,77.784,69.048
14/09/1974,1974,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,330,1974,3,mid,299,145,212,21421.512,218.842,10680.28,365,211,1726.629,1721.44,16.368,18.62,8.131,10.178,4340.949,3101.36,2550.451,1680.56,810.434,595.423,68.224,64.57
14/09/1975,1975,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,331,1975,4,mid,290,127,203,22387.791,223.318,10496.651,365,202,1738.867,1732.842,16.515,19.255,8.408,10.79,4315.001,3129.33,2753.45,1526.82,814.819,609.578,70.407,60.075
14/09/1976,1976,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,332,1976,5,long,283,146,229,19235.658,213.126,7242.516,366,228,1714.737,1708.596,15.875,17.523,7.493,9.159,4297.691,3199.571,2656.56,1736.16,792.219,602.256,70.179,65.311
14/09/1977,1977,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,333,1977,6,mid,290,145,222,20233.615,214.486,9706.467,365,221,1681.626,1677.59,15.558,17.536,7.576,9.433,4465.751,3308.221,2357.241,1783.8,821.002,624.109,65.171,65.012
14/09/1978,1978,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,335,1978,7,long,287,145,224,20126.279,228.607,7895.828,365,223,1745.823,1742.265,16.065,18.043,7.854,9.614,4344.706,3229.998,2668.48,1693.411,804.365,613.043,69.857,63.798
14/09/1979,1979,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,337,1979,8,mid,300,145,211,19182.922,217.016,8660.628,365,210,1653.761,1647.544,15.735,17.775,7.968,10.156,4263.868,2990.378,2984.95,1853.31,787.094,567.293,73.631,69.39
14/09/1980,1980,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,338,1980,9,mid,293,146,219,21833.033,237.004,10482.577,366,218,1678.375,1672.044,15.787,17.814,7.663,9.414,4367.241,3235.429,3070.081,1863.681,808.328,614.211,73.671,67.043
14/09/1981,1981,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,340,1981,10,mid,298,145,214,22753.127,250.658,11195.86,365,213,1721.246,1716.305,16.022,18.292,8.053,10.095,4439.04,3213.42,2800.11,1618.68,829.992,619.137,70.359,61.75
14/09/1982,1982,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,341,1982,11,mid,301,145,210,20431.049,235.928,9533.548,365,209,1665.41,1660.93,15.784,18.097,7.719,10.033,4198.68,2945.689,2975.52,1710.58,776.894,563.256,73.89,67.072
14/09/1983,1983,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,342,1983,12,mid,304,145,207,16678.744,212.511,6583.497,365,206,1500.673,1497.751,14.932,16.801,7.456,9.208,4210.43,2877.462,3393.74,2224.75,764.511,535.586,77.473,75.926
14/09/1984,1984,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,344,1984,13,long,288,146,224,22602.119,272.155,9189.322,366,223,1755.574,1748.465,16.074,17.965,8.049,9.837,4406.562,3354.211,2651.071,1506.66,818.823,637.709,69.113,57.674
14/09/1985,1985,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,345,1985,14,mid,300,145,212,22686.777,250.959,12159.699,365,211,1722.402,1717.06,16.236,18.502,8.116,10.247,4485.353,3153.191,2746.031,1595.43,836.747,607.575,69.529,61.918
14/09/1986,1986,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,347,1986,15,long,266,145,245,24812.293,268.91,12126.749,365,244,1930.611,1924.972,16.131,18.041,8.04,9.901,4487.779,3631.91,2368.621,1574.8,835.876,691.787,64.71,56.071
14/09/1987,1987,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,349,1987,16,long,283,145,228,22386.645,247.857,8676.51,365,227,1757.701,1750.529,15.878,17.789,8.015,9.594,4440.019,3464.01,2681.96,1697.47,826.395,658.373,69.187,61.214
14/09/1988,1988,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,351,1988,17,mid,313,146,199,18462.088,236.621,8232.19,366,198,1557.818,1554.962,15.845,17.891,7.97,9.873,4325.19,2934.24,3113.381,1481.08,805.355,562.475,74.132,62.023
14/09/1989,1989,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,352,1989,18,mid,313,145,199,21925.092,276.152,10222.382,365,198,1677.044,1671.646,16.55,19.04,8.253,10.56,4471.08,3016.51,2757.251,1346.34,844.207,590.097,69.382,56.17
14/09/1990,1990,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,354,1990,19,long,258,140,248,26619.078,284.744,12940.381,365,247,1956.375,1951.025,16.34,18.128,8.296,9.829,4476.541,3735.901,2931.98,2085.2,836.484,711.247,71.47,65.891
14/09/1991,1991,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,355,1991,20,mid,313,145,198,16871.609,213.679,7604.963,365,197,1542.308,1537.778,15.601,17.81,7.839,9.875,4202.85,2782.5,2994.07,1786.961,780.37,532.208,73.936,70.217
14/09/1992,1992,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,356,1992,21,mid,298,146,214,18170.174,243.068,8094.287,366,213,1566.126,1562.479,14.992,16.962,7.344,9.193,4267.429,3064.271,2871.74,1488.88,778.21,573.781,72.901,61.462
14/09/1993,1993,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,357,1993,22,long,289,145,223,20867.703,266.756,7704.589,365,222,1700.121,1694.335,15.625,17.55,7.753,9.634,4397.428,3291.849,2429.99,1402.31,812.607,623.586,66.559,55.532
14/09/1994,1994,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,358,1994,23,mid,301,145,210,19712.814,239.924,9440.797,365,209,1622.79,1616.46,15.525,17.785,7.702,9.685,4273.47,3011.561,3269.081,1756.91,788.566,572.719,75.878,67.402
14/09/1995,1995,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,360,1995,24,mid,307,145,204,19620.688,257.523,9566.555,365,203,1640.706,1636.645,15.65,18.223,7.938,10.294,4237.33,2849.32,3138.99,1827.621,785.155,547.24,74.987,70.057
14/09/1996,1996,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,361,1996,25,mid,307,146,205,19774.422,260.37,9494.852,366,204,1630.444,1625.261,15.969,18.275,7.792,9.865,4201.562,2918.941,3154.66,1734.72,780.28,559.016,75.266,67.775
14/09/1997,1997,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,363,1997,26,long,269,145,243,24528.488,282.939,10644.229,365,242,1854.075,1845.373,15.946,17.626,7.712,9.405,4521.161,3623.07,2766.9,2103.679,837.869,685.518,69.718,67.413
14/09/1998,1998,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,365,1998,27,mid,310,145,201,17972.967,222.431,8917.626,365,200,1633.846,1626.982,16.086,18.189,8.382,10.581,4111.34,2714.82,3626.161,2222.391,764.824,520.365,78.908,76.585
14/09/1999,1999,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,367,1999,28,mid,306,145,205,23550.523,287.82,11588.82,365,204,1731.858,1725.708,16.696,19.274,8.457,10.301,4607.319,3378.479,2610.299,1066.8,873.42,658.256,66.539,38.296
14/09/2000,2000,era,era,conventionaltill,heavytexturetilled,15383,-42.47,171.32,369,2000,29,mid,289,141,218,23658.922,265.169,11698.183,366,217,1742.788,1735.774,16.301,18.143,8.475,10.276,4245.602,3144.251,2679.59,1575.52,792.092,600.151,70.44,61.908
14/09/1972,1972,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,327,1972,1,long,284,146,228,22064.062,232.991,9306.021,366,227,1864.13,1859.064,16.781,19.375,6.723,8.819,4966.676,3776.268,781.07,496.64,940.749,737.559,-20.444,-48.51
14/09/1973,1973,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,329,1973,2,long,277,145,235,22421.135,223.624,10059.781,365,234,1932.972,1928.867,16.814,19.308,6.819,9.073,4844.919,3801.26,928.1,742.86,920.212,743.711,0.85,-0.115
14/09/1974,1974,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,330,1974,3,long,281,131,216,20251.34,226.965,8595.149,365,215,1807.626,1802.501,16.563,19.727,6.555,8.987,4629.2,3433.08,764.42,606.22,873.507,671.941,-14.271,-10.841
14/09/1975,1975,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,331,1975,4,long,281,136,221,15749.975,208.762,7972.632,365,220,1955.422,1948.894,17.49,20.6,7.136,9.564,4757.259,3595.28,639.96,433.3,917.971,718.552,-43.442,-65.832
14/09/1976,1976,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,332,1976,5,mid,292,141,215,19883.17,273.192,9777.66,366,214,1746.244,1743.533,16.48,19.314,6.675,8.855,4893.809,3632.47,868.18,433.78,922.984,707.192,-6.312,-63.03
14/09/1977,1977,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,333,1977,6,mid,292,128,203,21433.586,283.42,9912.411,365,202,1608.842,1606.13,15.647,18.735,6.396,8.821,4737.58,3463.559,747.78,610.42,879.865,666.704,-17.664,-9.221
14/09/1978,1978,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,335,1978,7,long,285,145,226,18601.514,266.277,7204.813,365,225,1933.013,1928.421,17.047,20.279,6.742,8.848,4935.518,3841.681,672.35,453.85,946.285,762.336,-40.743,-67.971
14/09/1979,1979,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,337,1979,8,long,284,140,222,22436.91,308.299,9396.338,365,221,1804.679,1799.537,16.671,19.264,6.508,8.867,4742.611,3643.95,953.36,702.41,898.474,711.518,5.757,-1.297
14/09/1980,1980,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,338,1980,9,mid,289,135,212,18974.918,240.62,8728.603,366,211,1739.341,1732.219,16.677,19.482,6.467,8.809,5035.8,3681.639,716.12,486.43,951.171,721.26,-32.823,-48.276
14/09/1981,1981,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,340,1981,10,long,270,128,225,15843.999,220.868,5289.12,365,224,1954.097,1946.685,17.109,20.546,6.658,9.017,5028.851,3989.201,477.73,296.38,962.077,789.396,-101.385,-166.346
14/09/1982,1982,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,341,1982,11,long,281,145,230,14338.035,227.029,5224.396,365,229,1950.578,1946.981,17.706,20.246,6.537,8.607,5125.429,3883.91,462.72,288.28,984.663,769.882,-112.799,-167.061
14/09/1983,1983,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,342,1983,12,mid,289,76,153,11743.097,201.605,3027.804,365,152,1317.879,1311.987,16.393,20.54,6.09,8.93,5127.643,3256.469,654.7,265.17,965.608,640.684,-47.489,-141.613
14/09/1984,1984,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,344,1984,13,long,282,124,208,22478.205,325.863,9308.404,366,207,1718.581,1714.455,16.78,19.742,6.392,8.697,5040.369,3732.72,596.98,356.97,949.377,725.693,-59.03,-103.292
14/09/1985,1985,era,era,conventionaltill,heavytexturetilled,15614,-43.97,171.98,345,1985,14,short,326,121,162,7191.457,100.532,882.118,365,161,1524.816,1520.272,17.613,21.806,6.53,9.853,5258.111,2994.59,503.25,199.48,1019.015,615.283,-102.487,-208.444
